Date,Close,High,Low,Open,Volume,SMA_20,SMA_50,RSI,EMA_20
2023-02-01,1068.1566162109375,1086.439272024598,1052.224782493373,1086.439272024598,19347800,1121.2013427734375,1163.8253369140625,29.00507746784883,1113.755724739183
2023-02-02,1062.244873046875,1071.8540341073915,1054.9637127057106,1058.1591593362568,13662663,1116.828106689453,1161.724541015625,27.77195258395792,1108.8499293399157
2023-02-03,1063.1805419921875,1072.3104574781503,1046.7466458186898,1072.3104574781503,24699575,1112.6043762207032,1159.441142578125,28.291582933769366,1104.5004638782273
2023-02-06,1055.1690673828125,1059.528634971871,1052.5899131464937,1056.7896118119152,14837879,1107.4585144042971,1156.646013183594,26.531529511448962,1099.8022356405686
2023-02-07,1052.6356201171875,1062.4502927137798,1046.7467924098464,1055.4202857843334,15135435,1100.8187805175783,1152.9789770507814,25.981089427927742,1095.3101770192943
2023-02-08,1073.6572265625,1077.2863960062462,1053.137736379797,1055.8766387784026,21160332,1096.1065917968751,1149.6899194335938,37.55733903943237,1093.2479912615045
2023-02-09,1075.5289306640625,1082.2850839057578,1065.4632246870067,1074.3421090421186,13172763,1092.224090576172,1146.26345703125,38.47990654641725,1091.5604616807957
2023-02-10,1066.6728515625,1075.0039060071294,1059.6655455942528,1075.0039060071294,10790445,1089.1438842773437,1142.7333715820312,35.78579022653935,1089.190213098101
2023-02-13,1060.6014404296875,1072.7670546240697,1056.127767130611,1068.293381324993,10352493,1085.8514038085937,1139.0923559570313,34.02690453578042,1086.4674728439663
2023-02-14,1085.5946044921875,1087.329254712915,1060.738368480938,1063.6143185684562,14321920,1084.3449707031252,1136.3136596679685,45.83013836856443,1086.3843425247494
2023-02-15,1110.1768798828125,1112.5735854842064,1083.2664969637603,1084.6358877756606,33503591,1083.2756225585936,1133.9558544921877,54.46014811292584,1088.6502984636127
2023-02-16,1109.3095703125,1124.7163944448255,1107.0270912647763,1118.1656324865594,17264487,1082.256494140625,1131.9431616210939,54.13246946591615,1090.6178481635068
2023-02-17,1113.9429931640625,1117.2754874405753,1100.4306882070916,1104.7217922905263,11809520,1081.529522705078,1130.03455078125,55.66711404023039,1092.839290544512
2023-02-20,1102.16552734375,1118.3026298698114,1100.2025445254703,1116.13425652598,8836937,1080.8847229003907,1128.2569531250003,50.996466115757485,1093.7275035730108
2023-02-21,1111.1585693359375,1116.9559918914763,1101.2296696771075,1106.5479683974272,13311592,1080.9714660644534,1126.6226977539066,54.15925050391164,1095.387605074242
2023-02-22,1085.9598388671875,1109.2868172204335,1084.2023673241313,1107.4380609994967,11024335,1080.1258056640625,1124.3758203125,45.33066717479438,1094.489722578332
2023-02-23,1080.755615234375,1093.1952035465454,1077.948249542989,1085.5489053785018,9851910,1079.7822937011717,1122.1115942382812,43.744659135716184,1093.181712355098
2023-02-24,1088.1510009765625,1093.8344379808216,1080.9840672539892,1082.8100022510873,9434053,1080.840222167969,1120.3344555664062,46.60366025549269,1092.7025969857136
2023-02-27,1080.91552734375,1090.8672478016565,1073.543202799622,1087.3750050988056,11199715,1081.0250976562502,1118.529013671875,44.23497597658373,1091.5800189245742
